part,step_id,variant,model,seed,cv,subset,target,train_mode,test_domain,n_added,n,n_total,n_groups,n_test,R2,RMSE,MAE
fivepos,OFAT,,GPR,49,LOCO,OFAT,Thickness_5pos,,all,,,42,24,42,0.46205568238555306,5.641336084353629,4.497730229199306
fivepos,OFAT,,GPR,50,LOCO,OFAT,Thickness_5pos,,all,,,42,24,42,0.44107595473102934,5.750289479423531,4.554391964484957
fivepos,OFAT,,GPR,51,LOCO,OFAT,Thickness_5pos,,all,,,42,24,42,0.44107689853755516,5.750284624414095,4.5543861494556
fivepos,Augmented,,Ridge,42,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7493234320582729,4.5298137512525,3.6722812682626635
fivepos,Augmented,,Ridge,43,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7533578781647141,4.493213962501421,3.505979200663713
fivepos,Augmented,,Ridge,44,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7644178494203695,4.391315764220651,3.3802534504321917
fivepos,Augmented,,Ridge,45,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7620768418723617,4.413080339302026,3.46638557045475
fivepos,Augmented,,Ridge,46,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7638020554080551,4.397051303064349,3.3887889283039176
fivepos,Augmented,,Ridge,47,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7598302536512799,4.433866630405857,3.406731221187788
fivepos,Augmented,,Ridge,48,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7693160208986776,4.3454243417068605,3.347048087254394
fivepos,Augmented,,Ridge,49,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7628454786192197,4.405946103655949,3.414042395975687
fivepos,Augmented,,Ridge,50,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7600037406657011,4.432264935651486,3.4591719161047765
fivepos,Augmented,,Ridge,51,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7681048111071718,4.3568172653810056,3.3824541492933355
fivepos,Augmented,,Random Forest,42,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7625601271475855,4.408595990397345,3.3337156028536055
fivepos,Augmented,,Random Forest,43,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7695745098727056,4.342989063976213,3.1557606455199094
fivepos,Augmented,,Random Forest,44,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7856091779837835,4.189156358585227,3.143398854541676
fivepos,Augmented,,Random Forest,45,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7913842453675031,4.132349327363966,3.0506994674946535
fivepos,Augmented,,Random Forest,46,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7835741404101653,4.2089915257920945,3.1177547875187286
fivepos,Augmented,,Random Forest,47,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7735911264992664,4.304970678125134,3.2023192060154995
fivepos,Augmented,,Random Forest,48,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.808477218403636,3.9594393610400895,2.9345511715509347
fivepos,Augmented,,Random Forest,49,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7942034954162029,4.104331897727024,3.0216584843630216
fivepos,Augmented,,Random Forest,50,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7828175846652086,4.21634175353859,3.10528105140731
fivepos,Augmented,,Random Forest,51,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7824233797863057,4.220166531333209,3.2046733364510835
fivepos,Augmented,,XGBoost,42,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7197470310003977,4.789592740772314,3.671070202409176
fivepos,Augmented,,XGBoost,43,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7438581263495647,4.57892749570488,3.487264565569267
fivepos,Augmented,,XGBoost,44,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7351813922589014,4.655836543894983,3.5806547618999818
fivepos,Augmented,,XGBoost,45,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7351168378356886,4.656403982359773,3.431641962135047
fivepos,Augmented,,XGBoost,46,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7309659149252972,4.692746871728093,3.483154519030923
fivepos,Augmented,,XGBoost,47,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7406560881316103,4.607459267169968,3.5780712857497368
fivepos,Augmented,,XGBoost,48,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7582785386686937,4.4481669746826,3.354876835082707
fivepos,Augmented,,XGBoost,49,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7260161205558819,4.735719611883458,3.6072348620264156
fivepos,Augmented,,XGBoost,50,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7692934272346688,4.345637136401334,3.199708357108267
fivepos,Augmented,,XGBoost,51,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7650325762595022,4.385582683545737,3.169701978716934
fivepos,Augmented,,GPR,42,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7406278706097462,4.60770991416887,3.7776757895750093
fivepos,Augmented,,GPR,43,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7406277774688563,4.607710741486294,3.7776765765083704
fivepos,Augmented,,GPR,44,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7406279142801077,4.607709526269897,3.7776742820386566
fivepos,Augmented,,GPR,45,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7406281996932969,4.607706991106121,3.7776651155431327
fivepos,Augmented,,GPR,46,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7406414133024211,4.607589620569845,3.7775447042329686
fivepos,Augmented,,GPR,47,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7406277145839013,4.607711300057413,3.77767583571709
fivepos,Augmented,,GPR,48,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.74062770988841,4.607711341764777,3.7776787080526075
fivepos,Augmented,,GPR,49,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.740627664106392,4.607711748420233,3.7776760458681338
fivepos,Augmented,,GPR,50,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7406276769957554,4.6077116339314,3.7776781925980782
fivepos,Augmented,,GPR,51,LOCO,Augmented,Thickness_5pos,,all,,,57,39,57,0.7406277024691368,4.607711407665936,3.777677129900594
