part,step_id,variant,model,seed,cv,subset,target,train_mode,test_domain,n_added,n,n_total,n_groups,n_test,R2,RMSE,MAE
ofatseq,n=6,,GPR,48,LOCO,OFAT,Thickness_mean,,all,,6,6,6,6,-0.4393148029005416,8.906573975496388,6.516015008762189
ofatseq,n=6,,GPR,49,LOCO,OFAT,Thickness_mean,,all,,6,6,6,6,-0.43931483347129174,8.906574070083286,6.5160149363765525
ofatseq,n=6,,GPR,50,LOCO,OFAT,Thickness_mean,,all,,6,6,6,6,-0.43931485486105926,8.906574136263924,6.516015005537148
ofatseq,n=6,,GPR,51,LOCO,OFAT,Thickness_mean,,all,,6,6,6,6,-0.4393148099676154,8.906573997362145,6.516015069021999
ofatseq,n=7,,Ridge,42,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.3234503495932701,8.70336796455908,6.092736249722203
ofatseq,n=7,,Ridge,43,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.3234503495932701,8.70336796455908,6.092736249722203
ofatseq,n=7,,Ridge,44,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.3234503495932701,8.70336796455908,6.092736249722203
ofatseq,n=7,,Ridge,45,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.3234503495932701,8.70336796455908,6.092736249722203
ofatseq,n=7,,Ridge,46,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.3234503495932701,8.70336796455908,6.092736249722203
ofatseq,n=7,,Ridge,47,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.3234503495932701,8.70336796455908,6.092736249722203
ofatseq,n=7,,Ridge,48,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.3234503495932701,8.70336796455908,6.092736249722203
ofatseq,n=7,,Ridge,49,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.3234503495932701,8.70336796455908,6.092736249722203
ofatseq,n=7,,Ridge,50,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.3234503495932701,8.70336796455908,6.092736249722203
ofatseq,n=7,,Ridge,51,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.3234503495932701,8.70336796455908,6.092736249722203
ofatseq,n=7,,Random Forest,42,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.33188833864537326,8.731069131529866,6.567760714285712
ofatseq,n=7,,Random Forest,43,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.1768488335646916,8.207178125737824,6.302832142857146
ofatseq,n=7,,Random Forest,44,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.27740952043818523,8.550639426752795,6.328296428571425
ofatseq,n=7,,Random Forest,45,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.45045465524869543,9.111410149460765,6.645267857142857
ofatseq,n=7,,Random Forest,46,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.37753424703799854,8.879422499883017,6.743471428571435
ofatseq,n=7,,Random Forest,47,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.3440590603614071,8.770870425366663,6.6561214285714305
ofatseq,n=7,,Random Forest,48,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.21871841562600647,8.351898457189032,6.371482142857144
ofatseq,n=7,,Random Forest,49,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.5057622588752739,9.283499588127746,6.944503571428576
ofatseq,n=7,,Random Forest,50,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.4250228647772081,9.031178685645285,6.831682142857142
ofatseq,n=7,,Random Forest,51,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.309433336327799,8.657155438643766,6.548924999999998
ofatseq,n=7,,XGBoost,42,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,0.10481332243760744,7.157977416018914,5.497113009861538
ofatseq,n=7,,XGBoost,43,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,0.11646440123842028,7.111243419956376,5.238160596575057
ofatseq,n=7,,XGBoost,44,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,0.08541162082365006,7.23513032089202,5.529595020839147
ofatseq,n=7,,XGBoost,45,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,0.04466025257247075,7.3945617893165405,5.888986233302526
ofatseq,n=7,,XGBoost,46,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,0.07358540853191042,7.281757504853839,5.630163519723076
ofatseq,n=7,,XGBoost,47,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,0.07715065557947753,7.2677323100720175,5.7511708940778465
ofatseq,n=7,,XGBoost,48,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,0.0884243840041119,7.223203799931985,5.489429255894253
ofatseq,n=7,,XGBoost,49,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,0.08334609673256765,7.2432956924351375,5.4978733607700905
ofatseq,n=7,,XGBoost,50,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,0.10616348637605233,7.152577374850032,5.437296513148717
ofatseq,n=7,,XGBoost,51,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,0.08407013059043977,7.240434510419686,5.662936810084752
ofatseq,n=7,,GPR,42,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.5739725526850981,9.491439767716523,7.136717918391154
ofatseq,n=7,,GPR,43,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.573972345394955,9.491439142711352,7.136716982853512
ofatseq,n=7,,GPR,44,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.5739727070191691,9.491440233052625,7.136716563304872
ofatseq,n=7,,GPR,45,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.5739722139568113,9.491438746409228,7.136716576483188
ofatseq,n=7,,GPR,46,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.5739715323662791,9.49143669132991,7.136711250813249
ofatseq,n=7,,GPR,47,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.5739853143023632,9.491478245476472,7.13673466495701
ofatseq,n=7,,GPR,48,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.5739711081947212,9.491435412400248,7.1367127746817385
ofatseq,n=7,,GPR,49,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.5739734080642862,9.491442346789116,7.136716872548845
ofatseq,n=7,,GPR,50,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.5739714014512316,9.491436296604883,7.136711325617407
ofatseq,n=7,,GPR,51,LOCO,OFAT,Thickness_mean,,all,,7,7,7,7,-0.5739719854108563,9.491438057315102,7.136715051998935
ofatseq,n=8,,Ridge,42,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,-0.09337710997725823,7.828585339756903,5.47661742443111
ofatseq,n=8,,Ridge,43,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,-0.09337710997725823,7.828585339756903,5.47661742443111
ofatseq,n=8,,Ridge,44,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,-0.09337710997725823,7.828585339756903,5.47661742443111
ofatseq,n=8,,Ridge,45,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,-0.09337710997725823,7.828585339756903,5.47661742443111
ofatseq,n=8,,Ridge,46,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,-0.09337710997725823,7.828585339756903,5.47661742443111
ofatseq,n=8,,Ridge,47,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,-0.09337710997725823,7.828585339756903,5.47661742443111
ofatseq,n=8,,Ridge,48,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,-0.09337710997725823,7.828585339756903,5.47661742443111
ofatseq,n=8,,Ridge,49,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,-0.09337710997725823,7.828585339756903,5.47661742443111
ofatseq,n=8,,Ridge,50,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,-0.09337710997725823,7.828585339756903,5.47661742443111
ofatseq,n=8,,Ridge,51,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,-0.09337710997725823,7.828585339756903,5.47661742443111
ofatseq,n=8,,Random Forest,42,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,0.12870188253318704,6.988463306876737,5.259931249999994
