part,model,subset,cv,step,metric,point,lo,hi,median_boot,n_groups,n_rows,B_total,n_seeds
dopt,Ridge,all,LOCO,0,MAE,3.8730064111217346,2.645928432424138,5.458452476189359,3.8261295857819944,24,42,20000,10
dopt,Ridge,all,LOCO,1,R2,0.599231423697502,0.23874273211267072,0.7924138517702001,0.5699252276069795,25,43,20000,10
dopt,Ridge,all,LOCO,1,RMSE,4.806808163434093,3.2474238969252913,6.6027438871989395,4.756292569939937,25,43,20000,10
dopt,Ridge,all,LOCO,1,MAE,3.4260953706003945,2.40708894522788,4.755696557628889,3.4345742967083206,25,43,20000,10
dopt,Ridge,all,LOCO,2,R2,0.6334354473987238,0.34444952833444015,0.809488817993079,0.6161365792445189,26,44,20000,10
dopt,Ridge,all,LOCO,2,RMSE,4.7508634358355515,3.2161239179526255,6.496058566688473,4.667756133624727,26,44,20000,10
dopt,Ridge,all,LOCO,2,MAE,3.3474747871895825,2.4536912010807033,4.624805682362288,3.372174254910477,26,44,20000,10
dopt,Ridge,all,LOCO,3,R2,0.6578946133859525,0.3876832848309857,0.8220013145979778,0.6422220860537231,27,45,20000,10
dopt,Ridge,all,LOCO,3,RMSE,4.6884454555418245,3.2051335515012367,6.453488125479102,4.605434898982786,27,45,20000,10
dopt,Ridge,all,LOCO,3,MAE,3.3525189677344303,2.448484168535068,4.549554013632804,3.3258540977222673,27,45,20000,10
dopt,Ridge,all,LOCO,4,R2,0.6673686164208141,0.43765652018997303,0.8170989483181421,0.6552444722888977,28,46,20000,10
dopt,Ridge,all,LOCO,4,RMSE,4.798113972325033,3.361440667192815,6.568848643437119,4.711876754993719,28,46,20000,10
dopt,Ridge,all,LOCO,4,MAE,3.43484792544315,2.5508127658128275,4.712749574592247,3.4602089957358326,28,46,20000,10
dopt,Ridge,all,LOCO,5,R2,0.6907869960964101,0.4718102483449057,0.836464496132883,0.6804379322477256,29,47,20000,10
dopt,Ridge,all,LOCO,5,RMSE,4.707017524801305,3.2979477547427973,6.449647543178902,4.615027645137355,29,47,20000,10
dopt,Ridge,all,LOCO,5,MAE,3.362685100963046,2.5341712014468234,4.598720912523312,3.383382974556592,29,47,20000,10
dopt,Ridge,all,LOCO,6,R2,0.6978658868427907,0.5018100464194233,0.8265109399572403,0.6867449594138002,30,48,20000,10
dopt,Ridge,all,LOCO,6,RMSE,4.686469676392556,3.42681298256142,6.348935358093504,4.619833657155144,30,48,20000,10
dopt,Ridge,all,LOCO,6,MAE,3.4185697647690194,2.625864360428399,4.529610115783877,3.4274685475058746,30,48,20000,10
dopt,Ridge,all,LOCO,7,R2,0.7089763026523993,0.5192875528446006,0.8370509156244755,0.699589428067932,31,49,20000,10
dopt,Ridge,all,LOCO,7,RMSE,4.620620493442296,3.3683147632767922,6.266922265125919,4.545766216566596,31,49,20000,10
dopt,Ridge,all,LOCO,7,MAE,3.335205735240316,2.571294837527967,4.433729827926061,3.3565302839565208,31,49,20000,10
dopt,Ridge,all,LOCO,8,R2,0.6945274290386854,0.5017090476317886,0.8246553306153143,0.6870391646249314,32,50,20000,10
dopt,Ridge,all,LOCO,8,RMSE,4.727057951621312,3.4516922731543342,6.436683598941028,4.647289888745587,32,50,20000,10
dopt,Ridge,all,LOCO,8,MAE,3.4764991882423715,2.664311941481678,4.535710796204319,3.443852432827073,32,50,20000,10
dopt,Ridge,all,LOCO,9,R2,0.7137594041876186,0.5289083571711403,0.840623957632526,0.7092436025422483,33,51,20000,10
dopt,Ridge,all,LOCO,9,RMSE,4.641815624972784,3.3392342931656795,6.353368021237191,4.561297013441289,33,51,20000,10
dopt,Ridge,all,LOCO,9,MAE,3.3232497297201906,2.559815853529837,4.361275644442194,3.318503342949419,33,51,20000,10
dopt,Ridge,all,LOCO,10,R2,0.7296426519161563,0.5510461683651762,0.8518606700886193,0.7259600424047696,34,52,20000,10
dopt,Ridge,all,LOCO,10,RMSE,4.567177969169439,3.269445277129569,6.291719310166085,4.477634647596796,34,52,20000,10
dopt,Ridge,all,LOCO,10,MAE,3.2420631328105687,2.5058451771215386,4.29220999131348,3.2325677590578668,34,52,20000,10
dopt,Ridge,all,LOCO,11,R2,0.7407066686958101,0.5642857531115181,0.8599973855203483,0.7376462622829952,35,53,20000,10
dopt,Ridge,all,LOCO,11,RMSE,4.518949311512046,3.225189638527535,6.214136277139429,4.435340875147334,35,53,20000,10
dopt,Ridge,all,LOCO,11,MAE,3.2063479994213355,2.4739534513658485,4.206836210666085,3.1753155681064023,35,53,20000,10
dopt,Ridge,all,LOCO,12,R2,0.7302175635512222,0.5528237240655035,0.8527053704280001,0.7273555192354807,36,54,20000,10
dopt,Ridge,all,LOCO,12,RMSE,4.60075355108034,3.2861385978690056,6.312914841322326,4.514362527536522,36,54,20000,10
dopt,Ridge,all,LOCO,12,MAE,3.2311168272207915,2.490715477516925,4.251210203101258,3.2182957149238476,36,54,20000,10
dopt,Ridge,all,LOCO,13,R2,0.7436962830465563,0.5686318864119169,0.8634771444651411,0.7403615511838427,37,55,20000,10
dopt,Ridge,all,LOCO,13,RMSE,4.508987406568408,3.20043683491445,6.203118187903939,4.431281925441194,37,55,20000,10
dopt,Ridge,all,LOCO,13,MAE,3.116092922314458,2.3987025453677155,4.105550584077124,3.1085645815105662,37,55,20000,10
dopt,Ridge,all,LOCO,14,R2,0.7478631781202161,0.5741533266216762,0.863896124607129,0.7449609358339186,38,56,20000,10
dopt,Ridge,all,LOCO,14,RMSE,4.5016931133412745,3.248562670406377,6.196034095788306,4.438924741683694,38,56,20000,10
dopt,Ridge,all,LOCO,14,MAE,3.1575877256728893,2.4674355735180438,4.16413125827011,3.166256008394175,38,56,20000,10
dopt,Ridge,all,LOCO,15,R2,0.7453582167300901,0.5703556151134881,0.8627052948665567,0.7437435110299868,39,57,20000,10
dopt,Ridge,all,LOCO,15,RMSE,4.489037109358558,3.23461136641733,6.1730644242498105,4.418274712992445,39,57,20000,10
